brand,year,season,num,r,g,b,a
vera-wang,2021,spring,7,99,99,99,252
vera-wang,2021,spring,7,143,142,142,253
vera-wang,2021,spring,7,14,14,13,251
versace,2021,spring,6,239,109,4,252
versace,2021,spring,6,93,47,30,253
versace,2021,spring,6,15,17,30,253
versace,2021,spring,6,235,232,248,253
valentino,2021,spring,13,32,29,30,224
valentino,2021,spring,13,242,234,229,251
valentino,2021,spring,13,161,144,150,247
sandro,2021,spring,16,220,165,144,253
sandro,2021,spring,16,207,109,94,253
sandro,2021,spring,16,231,202,159,253
sandro,2021,spring,16,218,152,96,253
versace,2021,spring,30,245,105,10,253
versace,2021,spring,30,249,142,37,254
versace,2021,spring,30,235,164,142,253
versace,2021,spring,30,232,152,97,253
coach,2021,spring,5,35,33,30,249
coach,2021,spring,5,165,166,154,253
coach,2021,spring,5,142,136,117,252
coach,2021,spring,5,103,102,88,252
dsquared,2021,fall,52,80,49,31,252
dsquared,2021,fall,52,26,21,13,253
dsquared,2021,fall,52,244,202,160,254
dsquared,2021,fall,52,225,158,102,254
versace,2021,spring,20,241,227,7,254
versace,2021,spring,20,24,21,32,252
versace,2021,spring,20,95,90,91,253
versace,2021,spring,20,89,34,35,252
dsquared,2021,fall,42,82,27,28,253
dsquared,2021,fall,42,27,21,23,253
dsquared,2021,fall,42,230,226,216,253
dsquared,2021,fall,42,41,88,147,253
vera-wang,2021,spring,20,91,73,108,250
vera-wang,2021,spring,20,73,55,97,249
vera-wang,2021,spring,20,50,41,77,251
vera-wang,2021,spring,20,17,12,21,253
versace,2021,spring,52,154,109,99,253
versace,2021,spring,52,232,208,210,253
versace,2021,spring,52,211,168,166,253
versace,2021,spring,52,13,12,15,252
dsquared,2021,fall,30,90,33,34,253
dsquared,2021,fall,30,24,17,18,252
dsquared,2021,fall,30,225,222,221,247
dsquared,2021,fall,30,154,106,82,252
christian-dior,2021,spring,69,149,81,99,253
christian-dior,2021,spring,69,107,55,74,253
christian-dior,2021,spring,69,80,41,51,253
christian-dior,2021,spring,69,35,21,27,251
michael-kors-collection,2021,spring,11,217,197,176,254
michael-kors-collection,2021,spring,11,202,178,153,254
michael-kors-collection,2021,spring,11,185,160,135,253
michael-kors-collection,2021,spring,11,170,142,116,253
versace,2021,spring,42,164,105,83,253
versace,2021,spring,42,217,166,153,253
versace,2021,spring,42,56,198,52,254
versace,2021,spring,42,41,168,31,253
dsquared,2021,fall,20,231,223,206,252
dsquared,2021,fall,20,223,203,171,252
dsquared,2021,fall,20,210,180,144,252
dsquared,2021,fall,20,34,26,21,253
christian-dior,2021,spring,79,158,167,199,254
christian-dior,2021,spring,79,36,45,44,251
christian-dior,2021,spring,79,146,156,177,253
christian-dior,2021,spring,79,54,74,84,253
kenzo,2021,spring,27,152,157,166,253
kenzo,2021,spring,27,93,97,106,252
kenzo,2021,spring,27,30,31,34,249
kenzo,2021,spring,27,209,214,220,253
valentino,2021,spring,61,186,131,105,253
valentino,2021,spring,61,199,142,114,254
valentino,2021,spring,61,164,110,83,253
valentino,2021,spring,61,112,72,53,253
philosophy,2021,spring,17,210,219,234,253
philosophy,2021,spring,17,183,199,210,253
philosophy,2021,spring,17,156,166,170,252
philosophy,2021,spring,17,10,32,31,252
miu-miu,2021,spring,17,241,219,212,253
miu-miu,2021,spring,17,32,25,21,253
miu-miu,2021,spring,17,225,164,157,253
miu-miu,2021,spring,17,210,112,44,253
gucci,2021,spring,4,106,149,213,253
gucci,2021,spring,4,156,144,162,252
gucci,2021,spring,4,147,178,225,253
gucci,2021,spring,4,35,98,163,251
gucci,2021,spring,32,147,121,71,251
gucci,2021,spring,32,138,111,52,253
gucci,2021,spring,32,107,87,40,252
gucci,2021,spring,32,162,140,97,252
gucci,2021,spring,22,144,149,161,252
gucci,2021,spring,22,97,81,44,248
gucci,2021,spring,22,43,41,29,246
gucci,2021,spring,22,111,104,93,246
bevza,2021,spring,9,233,223,202,253
bevza,2021,spring,9,223,209,183,253
bevza,2021,spring,9,165,112,85,251
chanel,2021,spring,14,94,87,92,251
chanel,2021,spring,14,179,134,114,253
chanel,2021,spring,14,159,110,93,253
chanel,2021,spring,14,26,26,32,253
bevza,2021,fall,25,177,137,117,253
bevza,2021,fall,25,49,51,67,253
bevza,2021,fall,25,34,35,47,253
bevza,2021,fall,25,94,84,85,247
isabel-marant,2021,spring,33,216,215,223,254
isabel-marant,2021,spring,33,204,157,150,253
isabel-marant,2021,spring,33,166,155,166,252
isabel-marant,2021,spring,33,159,108,106,252
isabel-marant,2021,spring,23,221,151,162,253
isabel-marant,2021,spring,23,94,25,33,252
isabel-marant,2021,spring,23,202,42,73,254
isabel-marant,2021,spring,23,163,26,51,254
elder-statesman,2021,spring,16,27,71,55,231
elder-statesman,2021,spring,16,20,28,27,245
elder-statesman,2021,spring,16,41,92,77,233
elder-statesman,2021,spring,16,20,38,30,172
louis-vuitton,2021,spring,32,207,171,150,253
louis-vuitton,2021,spring,32,160,107,84,253
louis-vuitton,2021,spring,32,92,84,84,249
louis-vuitton,2021,spring,32,29,30,33,253
louis-vuitton,2021,spring,22,29,29,33,253
louis-vuitton,2021,spring,22,162,158,155,252
louis-vuitton,2021,spring,22,154,108,95,250
louis-vuitton,2021,spring,22,100,92,94,249
miu-miu,2021,spring,41,245,91,8,254
miu-miu,2021,spring,41,233,228,219,252
miu-miu,2021,spring,41,219,206,176,252
miu-miu,2021,spring,41,157,86,33,253
miu-miu,2021,spring,51,243,235,215,253
miu-miu,2021,spring,51,251,210,11,254
miu-miu,2021,spring,51,110,72,46,253
miu-miu,2021,spring,51,90,52,29,253
givenchy,2021,spring,8,90,97,93,252
givenchy,2021,spring,8,17,39,45,253
givenchy,2021,spring,8,236,232,228,253
givenchy,2021,spring,8,162,166,165,250
michael-kors-collection,2021,spring,47,220,173,145,253
michael-kors-collection,2021,spring,47,203,145,114,253
michael-kors-collection,2021,spring,47,171,111,83,252
michael-kors-collection,2021,spring,47,25,24,24,253
versace,2021,spring,14,31,99,36,252
versace,2021,spring,14,16,15,18,253
versace,2021,spring,14,96,88,98,253
versace,2021,spring,14,22,148,43,253
vera-wang,2021,spring,14,169,135,117,254
vera-wang,2021,spring,14,150,109,88,253
vera-wang,2021,spring,14,82,51,36,253
vera-wang,2021,spring,14,26,17,12,252
valentino,2021,spring,27,54,163,71,253
valentino,2021,spring,27,221,210,210,253
valentino,2021,spring,27,39,144,51,253
valentino,2021,spring,27,22,100,32,253
philosophy,2021,spring,41,220,221,215,253
philosophy,2021,spring,41,213,169,150,253
philosophy,2021,spring,41,16,31,30,252
philosophy,2021,spring,41,168,112,83,253
valentino,2021,spring,37,163,103,73,253
valentino,2021,spring,37,135,81,57,254
valentino,2021,spring,37,92,53,32,253
valentino,2021,spring,37,115,70,49,253
christian-dior,2021,spring,86,209,157,149,254
christian-dior,2021,spring,86,198,132,123,254
christian-dior,2021,spring,86,165,96,93,253
christian-dior,2021,spring,86,97,46,44,253
bevza,2021,spring,30,222,221,219,246
bevza,2021,spring,30,148,147,149,171
bevza,2021,spring,30,117,117,118,136
bevza,2021,spring,30,176,174,172,207
calvin-luo,2021,spring,6,118,117,114,134
calvin-luo,2021,spring,6,98,97,95,110
calvin-luo,2021,spring,6,231,214,203,253
calvin-luo,2021,spring,6,32,34,38,253
bevza,2021,spring,20,182,137,107,253
bevza,2021,spring,20,223,222,210,253
bevza,2021,spring,20,215,208,182,253
bevza,2021,spring,20,164,114,83,252
burberry-prorsum,2021,spring,58,161,155,152,253
burberry-prorsum,2021,spring,58,101,95,90,253
burberry-prorsum,2021,spring,58,152,110,93,253
burberry-prorsum,2021,spring,58,43,34,27,252
burberry-prorsum,2021,spring,6,174,185,198,253
burberry-prorsum,2021,spring,6,215,216,216,253
burberry-prorsum,2021,spring,6,164,166,170,252
burberry-prorsum,2021,spring,6,107,100,99,249
burberry-prorsum,2021,spring,48,85,91,97,253
burberry-prorsum,2021,spring,48,28,29,29,253
burberry-prorsum,2021,spring,48,87,48,34,253
burberry-prorsum,2021,spring,48,58,68,75,253
gucci,2021,spring,64,28,33,35,160
gucci,2021,spring,64,48,74,88,251
gucci,2021,spring,64,21,32,38,251
isabel-marant,2021,spring,1,222,212,226,253
isabel-marant,2021,spring,1,165,146,171,253
isabel-marant,2021,spring,1,98,78,102,252
isabel-marant,2021,spring,1,74,56,80,253
max-mara,2021,spring,34,208,175,165,253
max-mara,2021,spring,34,205,214,214,254
max-mara,2021,spring,34,184,202,204,253
max-mara,2021,spring,34,161,170,168,253
chanel,2021,spring,52,158,111,99,252
chanel,2021,spring,52,201,156,138,253
chanel,2021,spring,52,182,136,118,253
chanel,2021,spring,52,24,26,32,253
gucci,2021,spring,74,138,111,108,253
gucci,2021,spring,74,106,93,91,243
gucci,2021,spring,74,84,149,101,253
gucci,2021,spring,74,43,136,88,253
chanel,2021,spring,42,181,171,168,252
chanel,2021,spring,42,210,206,206,253
chanel,2021,spring,42,196,178,171,253
chanel,2021,spring,42,151,108,91,253
max-mara,2021,spring,24,220,221,233,254
max-mara,2021,spring,24,167,155,163,251
max-mara,2021,spring,24,205,170,160,253
max-mara,2021,spring,24,27,24,26,249
chloe,2021,spring,13,173,203,238,253
chloe,2021,spring,13,185,132,121,253
chloe,2021,spring,13,162,106,96,253
chloe,2021,spring,13,158,176,215,253
jenny-packham,2021,spring,13,250,179,201,253
jenny-packham,2021,spring,13,242,155,173,253
jenny-packham,2021,spring,13,250,210,224,252
jenny-packham,2021,spring,13,229,116,144,253
bevza,2021,fall,11,216,201,183,252
bevza,2021,fall,11,202,181,160,251
bevza,2021,fall,11,182,163,143,241
bevza,2021,fall,11,229,218,207,253
max-mara,2021,spring,7,202,169,147,254
max-mara,2021,spring,7,226,226,230,253
max-mara,2021,spring,7,179,154,137,253
max-mara,2021,spring,7,172,142,121,253
adam-lippes,2021,fall,4,227,201,175,254
adam-lippes,2021,fall,4,210,177,148,254
adam-lippes,2021,fall,4,181,140,110,253
adam-lippes,2021,fall,4,152,108,80,253
chanel,2021,spring,30,155,107,85,253
chanel,2021,spring,30,23,27,32,253
chanel,2021,spring,30,178,134,110,253
chanel,2021,spring,30,91,26,43,252
gucci,2021,spring,16,151,154,151,248
gucci,2021,spring,16,143,114,8,253
gucci,2021,spring,16,103,86,25,249
gucci,2021,spring,16,40,42,40,246
chanel,2021,spring,20,121,177,196,254
chanel,2021,spring,20,19,23,26,253
chanel,2021,spring,20,221,220,225,254
chanel,2021,spring,20,103,162,181,253
givenchy,2021,spring,19,44,75,73,253
givenchy,2021,spring,19,20,47,48,253
givenchy,2021,spring,19,237,234,231,253
givenchy,2021,spring,19,214,178,156,253
philosophy,2021,spring,9,159,109,85,252
philosophy,2021,spring,9,36,93,86,252
philosophy,2021,spring,9,207,216,237,253
philosophy,2021,spring,9,6,22,28,253
louis-vuitton,2021,spring,16,217,215,217,253
louis-vuitton,2021,spring,16,116,139,137,253
louis-vuitton,2021,spring,16,156,158,161,253
louis-vuitton,2021,spring,16,95,98,101,253
chanel,2021,spring,7,93,87,93,253
chanel,2021,spring,7,82,55,48,252
chanel,2021,spring,7,154,152,161,253
chanel,2021,spring,7,29,28,33,253
isabel-marant,2021,spring,17,229,215,210,253
isabel-marant,2021,spring,17,223,89,101,253
isabel-marant,2021,spring,17,31,17,24,251
isabel-marant,2021,spring,17,225,162,157,253
valentino,2021,spring,45,84,103,150,253
valentino,2021,spring,45,49,41,41,253
valentino,2021,spring,45,99,82,77,251
valentino,2021,spring,45,73,54,45,253
philosophy,2021,spring,33,176,159,97,253
philosophy,2021,spring,33,26,27,22,252
philosophy,2021,spring,33,222,216,217,253
philosophy,2021,spring,33,211,206,169,253
kenzo,2021,spring,13,182,199,219,253
kenzo,2021,spring,13,143,157,178,251
kenzo,2021,spring,13,204,216,231,253
kenzo,2021,spring,13,159,178,205,253
philosophy,2021,spring,23,210,171,157,253
philosophy,2021,spring,23,5,21,25,253
philosophy,2021,spring,23,212,216,224,252
philosophy,2021,spring,23,158,110,86,252
valentino,2021,spring,55,78,53,43,252
valentino,2021,spring,55,164,104,77,253
valentino,2021,spring,55,109,72,50,252
valentino,2021,spring,55,47,38,39,253
versace,2021,spring,66,215,163,152,254
versace,2021,spring,66,163,105,85,253
versace,2021,spring,66,86,49,34,252
versace,2021,spring,66,30,22,27,248
michael-kors-collection,2021,spring,25,204,197,184,253
michael-kors-collection,2021,spring,25,174,165,155,253
michael-kors-collection,2021,spring,25,79,47,35,252
michael-kors-collection,2021,spring,25,221,218,208,254
versace,2021,spring,76,159,95,97,253
versace,2021,spring,76,244,206,233,254
versace,2021,spring,76,225,180,210,253
versace,2021,spring,76,214,156,172,253
dsquared,2021,fall,14,219,41,38,253
dsquared,2021,fall,14,224,172,147,253
dsquared,2021,fall,14,83,84,42,253
dsquared,2021,fall,14,34,24,21,252
michael-kors-collection,2021,spring,35,202,177,157,253
michael-kors-collection,2021,spring,35,182,157,137,252
michael-kors-collection,2021,spring,35,30,29,24,253
michael-kors-collection,2021,spring,35,109,138,179,253
valentino,2021,spring,2,179,137,116,253
valentino,2021,spring,2,210,170,149,253
valentino,2021,spring,2,154,112,95,251
valentino,2021,spring,2,25,26,30,253
hermes,2021,spring,3,230,211,202,253
hermes,2021,spring,3,206,168,143,253
hermes,2021,spring,3,182,140,113,253
hermes,2021,spring,3,44,28,24,252
miu-miu,2021,spring,23,30,213,197,254
miu-miu,2021,spring,23,9,201,181,253
miu-miu,2021,spring,23,7,177,155,253
miu-miu,2021,spring,23,221,152,97,253
miu-miu,2021,spring,33,253,226,1,254
miu-miu,2021,spring,33,249,142,25,253
miu-miu,2021,spring,33,247,114,9,253
miu-miu,2021,spring,33,93,52,30,253
miu-miu,2021,spring,9,231,149,88,253
miu-miu,2021,spring,9,76,41,18,253
miu-miu,2021,spring,9,251,210,9,253
miu-miu,2021,spring,9,44,24,13,253
loewe,2021,spring,25,171,175,174,213
loewe,2021,spring,25,148,151,152,171
loewe,2021,spring,25,209,212,213,236
loewe,2021,spring,25,87,94,88,107
louis-vuitton,2021,spring,7,168,167,161,252
louis-vuitton,2021,spring,7,85,81,88,252
louis-vuitton,2021,spring,7,35,33,39,253
louis-vuitton,2021,spring,7,158,112,91,253
koche,2021,spring,10,218,219,230,254
koche,2021,spring,10,164,175,209,253
koche,2021,spring,10,148,153,177,250
koche,2021,spring,10,27,23,20,249
givenchy,2021,spring,44,232,208,160,253
givenchy,2021,spring,44,213,166,94,254
givenchy,2021,spring,44,172,140,99,253
givenchy,2021,spring,44,32,46,40,253
coach,2021,spring,46,228,209,216,251
coach,2021,spring,46,170,153,159,243
coach,2021,spring,46,209,164,172,253
coach,2021,spring,46,149,110,92,250
givenchy,2021,spring,54,163,159,153,251
givenchy,2021,spring,54,234,226,218,253
givenchy,2021,spring,54,95,98,98,252
givenchy,2021,spring,54,35,32,29,253
prada,2021,spring,3,28,25,20,254
prada,2021,spring,3,246,104,23,250
prada,2021,spring,3,138,76,40,253
prada,2021,spring,3,98,50,20,251
loewe,2021,spring,5,177,135,118,252
loewe,2021,spring,5,153,113,91,252
loewe,2021,spring,5,24,23,27,253
loewe,2021,spring,5,220,218,217,252
christian-dior,2021,spring,10,105,77,78,252
christian-dior,2021,spring,10,47,23,27,252
christian-dior,2021,spring,10,151,96,86,254
christian-dior,2021,spring,10,75,42,47,253
dsquared,2021,fall,49,25,52,90,253
dsquared,2021,fall,49,154,156,164,251
dsquared,2021,fall,49,94,92,97,251
dsquared,2021,fall,49,25,24,27,252
valentino,2021,spring,18,89,87,88,252
valentino,2021,spring,18,25,27,31,253
valentino,2021,spring,18,238,238,239,253
valentino,2021,spring,18,215,170,145,253
martin-grant,2021,spring,31,57,61,65,253
martin-grant,2021,spring,31,48,49,50,253
martin-grant,2021,spring,31,87,70,57,253
martin-grant,2021,spring,31,85,88,86,253
fendi,2021,spring,57,110,117,140,253
fendi,2021,spring,57,141,144,161,253
fendi,2021,spring,57,81,86,104,253
fendi,2021,spring,57,33,36,42,252
martin-grant,2021,spring,21,214,171,147,253
martin-grant,2021,spring,21,33,29,28,253
martin-grant,2021,spring,21,160,112,86,252
martin-grant,2021,spring,21,79,48,31,252
calvin-luo,2021,spring,17,213,179,152,253
calvin-luo,2021,spring,17,24,25,23,253
calvin-luo,2021,spring,17,230,212,201,254
calvin-luo,2021,spring,17,226,200,179,253
fendi,2021,spring,47,215,41,50,254
fendi,2021,spring,47,165,15,28,253
fendi,2021,spring,47,106,7,9,252
fendi,2021,spring,47,243,74,76,253
michael-kors-collection,2021,spring,1,216,201,180,253
michael-kors-collection,2021,spring,1,79,51,42,252
michael-kors-collection,2021,spring,1,232,226,213,253
michael-kors-collection,2021,spring,1,204,182,153,253
dsquared,2021,spring,11,173,139,118,253
dsquared,2021,spring,11,223,200,178,254
dsquared,2021,spring,11,203,174,152,254
dsquared,2021,spring,11,22,20,19,253
prada,2021,spring,35,147,81,40,253
prada,2021,spring,35,113,70,32,249
prada,2021,spring,35,90,52,26,249
prada,2021,spring,35,29,28,26,253
prada,2021,spring,25,168,163,157,242
prada,2021,spring,25,235,234,232,254
prada,2021,spring,25,94,46,21,252
prada,2021,spring,25,29,24,19,252
gucci,2021,spring,80,171,101,92,253
gucci,2021,spring,80,196,164,166,254
gucci,2021,spring,80,179,154,156,252
gucci,2021,spring,80,24,36,42,248
adam-lippes,2021,spring,1,215,173,153,253
adam-lippes,2021,spring,1,238,230,225,253
adam-lippes,2021,spring,1,99,90,94,253
adam-lippes,2021,spring,1,16,18,22,253
adam-lippes,2021,fall,14,207,195,186,253
adam-lippes,2021,fall,14,179,161,149,250
adam-lippes,2021,fall,14,223,216,211,253
adam-lippes,2021,fall,14,199,180,171,253
gucci,2021,spring,90,134,119,100,253
gucci,2021,spring,90,84,73,56,253
gucci,2021,spring,90,42,41,39,251
gucci,2021,spring,90,106,96,80,253
hermes,2021,spring,14,208,177,171,253
hermes,2021,spring,14,179,167,167,248
hermes,2021,spring,14,233,228,230,253
hermes,2021,spring,14,22,22,28,253
fendi,2021,spring,35,86,81,84,250
fendi,2021,spring,35,55,59,66,253
fendi,2021,spring,35,36,41,46,253
fendi,2021,spring,35,209,172,152,253
martin-grant,2021,spring,43,99,137,199,254
martin-grant,2021,spring,43,42,49,90,252
martin-grant,2021,spring,43,150,106,83,252
martin-grant,2021,spring,43,79,108,169,253
fendi,2021,spring,25,209,171,153,253
fendi,2021,spring,25,202,218,239,254
fendi,2021,spring,25,178,204,238,254
fendi,2021,spring,25,156,178,217,253
versace,2021,spring,59,218,215,232,253
versace,2021,spring,59,164,156,163,252
versace,2021,spring,59,98,90,96,251
versace,2021,spring,59,24,20,22,251
christian-dior,2021,spring,62,225,219,210,254
christian-dior,2021,spring,62,203,181,159,253
christian-dior,2021,spring,62,209,198,182,253
christian-dior,2021,spring,62,177,166,153,252
versace,2021,spring,49,163,105,95,253
versace,2021,spring,49,37,23,16,248
versace,2021,spring,49,243,216,1,254
versace,2021,spring,49,213,158,154,253
christian-dior,2021,spring,72,28,33,34,252
christian-dior,2021,spring,72,78,100,95,253
christian-dior,2021,spring,72,56,76,83,253
christian-dior,2021,spring,72,46,52,81,253
jenny-packham,2021,spring,7,244,201,173,253
jenny-packham,2021,spring,7,229,179,149,253
jenny-packham,2021,spring,7,92,19,26,253
jenny-packham,2021,spring,7,47,6,11,253
givenchy,2021,spring,26,239,233,224,253
givenchy,2021,spring,26,236,203,178,253
givenchy,2021,spring,26,170,139,118,253
givenchy,2021,spring,26,213,172,148,252
louis-vuitton,2021,spring,39,214,211,210,252
louis-vuitton,2021,spring,39,205,168,155,253
louis-vuitton,2021,spring,39,85,38,41,251
louis-vuitton,2021,spring,39,35,32,36,253
coach,2021,spring,24,105,95,81,250
coach,2021,spring,24,235,228,219,253
coach,2021,spring,24,169,160,145,251
coach,2021,spring,24,36,32,27,251
louis-vuitton,2021,spring,29,207,169,156,253
louis-vuitton,2021,spring,29,167,155,156,252
louis-vuitton,2021,spring,29,30,31,34,253
louis-vuitton,2021,spring,29,88,88,94,252
burberry-prorsum,2021,spring,15,77,83,87,253
burberry-prorsum,2021,spring,15,56,67,75,254
burberry-prorsum,2021,spring,15,49,59,67,254
burberry-prorsum,2021,spring,15,26,28,31,253
givenchy,2021,spring,36,218,171,150,251
givenchy,2021,spring,36,215,71,54,254
givenchy,2021,spring,36,203,58,47,254
givenchy,2021,spring,36,171,48,40,253
coach,2021,spring,34,77,85,97,253
coach,2021,spring,34,60,67,80,253
coach,2021,spring,34,52,58,71,253
coach,2021,spring,34,34,36,43,250
isabel-marant,2021,spring,38,162,105,89,253
isabel-marant,2021,spring,38,207,158,142,254
isabel-marant,2021,spring,38,53,46,66,253
isabel-marant,2021,spring,38,29,26,38,253
isabel-marant,2021,spring,28,212,209,217,254
isabel-marant,2021,spring,28,179,180,199,253
isabel-marant,2021,spring,28,159,156,172,253
isabel-marant,2021,spring,28,99,104,155,253
elder-statesman,2021,spring,6,93,95,96,252
elder-statesman,2021,spring,6,225,224,227,254
elder-statesman,2021,spring,6,156,158,160,253
elder-statesman,2021,spring,6,18,20,22,253
gucci,2021,spring,39,155,175,204,254
gucci,2021,spring,39,138,149,176,253
gucci,2021,spring,39,97,109,145,253
gucci,2021,spring,39,87,93,106,251
gucci,2021,spring,29,141,144,153,254
gucci,2021,spring,29,122,132,144,253
gucci,2021,spring,29,111,122,134,254
gucci,2021,spring,29,94,106,106,253
bevza,2021,spring,2,228,225,219,254
bevza,2021,spring,2,207,171,144,252
bevza,2021,spring,2,213,200,182,251
bevza,2021,spring,2,184,136,110,253
koche,2021,spring,44,172,173,204,253
koche,2021,spring,44,156,149,172,252
koche,2021,spring,44,96,87,101,246
koche,2021,spring,44,20,17,22,252
bevza,2021,fall,18,94,81,77,251
bevza,2021,fall,18,47,51,67,252
bevza,2021,fall,18,79,54,43,253
bevza,2021,fall,18,25,26,34,253
chanel,2021,spring,29,221,219,222,253
chanel,2021,spring,29,207,157,150,253
chanel,2021,spring,29,179,135,117,253
chanel,2021,spring,29,158,112,99,252
chanel,2021,spring,39,178,149,144,250
chanel,2021,spring,39,155,113,106,253
chanel,2021,spring,39,22,21,26,252
chanel,2021,spring,39,216,214,216,252
burberry-prorsum,2021,spring,23,242,150,17,251
burberry-prorsum,2021,spring,23,212,212,218,253
burberry-prorsum,2021,spring,23,212,102,32,250
burberry-prorsum,2021,spring,23,164,160,168,253
givenchy,2021,spring,10,235,231,236,252
givenchy,2021,spring,10,86,95,103,252
givenchy,2021,spring,10,162,164,165,245
givenchy,2021,spring,10,20,36,44,252
burberry-prorsum,2021,spring,33,212,211,207,253
burberry-prorsum,2021,spring,33,165,165,162,253
burberry-prorsum,2021,spring,33,97,93,90,252
burberry-prorsum,2021,spring,33,30,28,28,253
coach,2021,spring,12,198,183,176,253
coach,2021,spring,12,141,109,92,253
coach,2021,spring,12,217,210,207,253
coach,2021,spring,12,174,164,155,251
alexander-mcqueen,2021,spring,7,157,153,165,248
alexander-mcqueen,2021,spring,7,154,105,98,253
alexander-mcqueen,2021,spring,7,39,50,73,253
alexander-mcqueen,2021,spring,7,20,30,47,253
fendi,2021,spring,13,208,223,241,254
fendi,2021,spring,13,180,203,233,253
fendi,2021,spring,13,154,179,216,251
fendi,2021,spring,13,212,174,153,253
christian-dior,2021,spring,44,224,210,199,253
christian-dior,2021,spring,44,223,198,182,254
christian-dior,2021,spring,44,207,178,163,253
christian-dior,2021,spring,44,170,158,152,251
alexander-mcqueen,2021,spring,13,89,109,148,250
alexander-mcqueen,2021,spring,13,83,84,104,251
alexander-mcqueen,2021,spring,13,47,56,71,253
alexander-mcqueen,2021,spring,13,27,34,42,253
christian-dior,2021,spring,54,222,171,154,253
christian-dior,2021,spring,54,73,71,75,252
christian-dior,2021,spring,54,58,60,66,253
christian-dior,2021,spring,54,26,28,32,253
prada,2021,spring,13,82,81,82,254
prada,2021,spring,13,45,41,37,253
prada,2021,spring,13,77,68,54,252
prada,2021,spring,13,70,56,45,252
bevza,2021,fall,3,141,131,122,254
bevza,2021,fall,3,29,27,28,253
bevza,2021,fall,3,142,142,138,253
bevza,2021,fall,3,112,112,108,253
hermes,2021,spring,22,229,219,215,254
hermes,2021,spring,22,210,195,187,253
hermes,2021,spring,22,200,179,171,253
hermes,2021,spring,22,176,163,158,249
dsquared,2021,spring,5,228,215,200,254
dsquared,2021,spring,5,203,179,157,253
dsquared,2021,spring,5,24,23,22,253
dsquared,2021,spring,5,220,200,180,253
hermes,2021,spring,32,203,159,142,253
hermes,2021,spring,32,181,135,116,253
hermes,2021,spring,32,157,111,92,253
hermes,2021,spring,32,33,25,26,254
hermes,2021,spring,40,148,101,90,253
hermes,2021,spring,40,102,83,81,250
hermes,2021,spring,40,81,53,43,252
hermes,2021,spring,40,26,28,36,253
miu-miu,2021,spring,48,208,211,157,253
miu-miu,2021,spring,48,240,234,221,253
miu-miu,2021,spring,48,224,156,108,253
miu-miu,2021,spring,48,9,202,146,253
dsquared,2021,spring,27,231,231,235,254
dsquared,2021,spring,27,16,17,19,253
dsquared,2021,spring,27,200,176,156,254
dsquared,2021,spring,27,182,156,137,253
givenchy,2021,spring,1,90,95,93,250
givenchy,2021,spring,1,42,70,88,252
givenchy,2021,spring,1,28,56,74,253
givenchy,2021,spring,1,15,36,44,253
fendi,2021,spring,6,244,213,168,253
fendi,2021,spring,6,207,157,110,253
fendi,2021,spring,6,155,113,77,253
fendi,2021,spring,6,215,174,147,253
christian-dior,2021,spring,26,74,55,50,253
christian-dior,2021,spring,26,30,29,33,253
christian-dior,2021,spring,26,143,108,92,253
christian-dior,2021,spring,26,101,86,81,252
christian-dior,2021,spring,36,226,221,216,254
christian-dior,2021,spring,36,213,177,154,253
christian-dior,2021,spring,36,172,109,76,253
christian-dior,2021,spring,36,209,146,106,254
martin-grant,2021,spring,17,82,89,101,253
martin-grant,2021,spring,17,55,71,95,253
martin-grant,2021,spring,17,48,56,73,253
martin-grant,2021,spring,17,38,38,45,253
fendi,2021,spring,61,163,157,161,253
fendi,2021,spring,61,97,93,99,252
fendi,2021,spring,61,216,210,213,253
fendi,2021,spring,61,208,174,163,253
dsquared,2021,fall,7,251,223,89,253
dsquared,2021,fall,7,249,205,35,253
dsquared,2021,fall,7,222,153,99,253
dsquared,2021,fall,7,161,88,37,251
bevza,2021,spring,29,29,21,19,254
bevza,2021,spring,29,205,168,152,253
bevza,2021,spring,29,181,144,136,253
bevza,2021,spring,29,157,112,98,253
burberry-prorsum,2021,spring,41,205,143,114,253
burberry-prorsum,2021,spring,41,25,25,28,253
burberry-prorsum,2021,spring,41,163,104,83,253
burberry-prorsum,2021,spring,41,87,88,86,253
christian-dior,2021,spring,3,220,159,87,253
christian-dior,2021,spring,3,211,139,52,254
christian-dior,2021,spring,3,174,105,37,253
christian-dior,2021,spring,3,197,122,43,254
koche,2021,spring,5,180,137,115,253
koche,2021,spring,5,167,159,162,251
koche,2021,spring,5,219,222,237,254
koche,2021,spring,5,202,168,150,253
burberry-prorsum,2021,spring,51,29,19,23,252
burberry-prorsum,2021,spring,51,12,49,98,253
burberry-prorsum,2021,spring,51,89,34,16,253
burberry-prorsum,2021,spring,51,31,78,140,253
chloe,2021,spring,3,242,199,176,253
chloe,2021,spring,3,229,171,152,253
chloe,2021,spring,3,214,146,117,253
chloe,2021,spring,3,168,106,94,253
isabel-marant,2021,spring,8,209,163,154,253
isabel-marant,2021,spring,8,51,19,44,251
isabel-marant,2021,spring,8,160,104,95,253
isabel-marant,2021,spring,8,94,28,90,253
koche,2021,spring,26,160,35,51,253
koche,2021,spring,26,214,76,89,254
koche,2021,spring,26,201,58,71,254
koche,2021,spring,26,98,24,30,251
loewe,2021,spring,13,164,161,159,248
loewe,2021,spring,13,92,89,90,252
